iso3c,year,EducationSpending,GDPpc,income
AGO,2011,3.24000000953674,6700.11409977804,Lower middle income
AGO,2016,2.75493669509888,7027.14663413219,Lower middle income
AGO,2017,2.46687889099121,7216.06137267002,Lower middle income
AGO,2015,3.09999990463257,7274.09047477931,Lower middle income
AGO,2020,2.74499654769897,6367.43731675631,Lower middle income
AGO,2013,3.86999988555908,7643.9219442902,Lower middle income
AGO,2014,2.9300000667572,8123.04806537777,Lower middle income
AGO,2012,3.08191084861755,7389.31496018756,Lower middle income
ATG,2020,,20130.1690538752,High income
ATG,2010,,23850.1402677498,High income
ATG,2011,,23584.2714499711,High income
ATG,2018,3.23902106285095,23604.836955921,High income
ATG,2019,3.4573450088501,24641.2293534997,High income
ATG,2013,2.64728999137878,21806.3920194394,High income
ATG,2014,2.55386328697205,21788.6401028276,High income
ATG,2017,2.87690901756287,21672.0448949248,High income
ATG,2012,2.35619330406189,22350.4932824863,High income
ATG,2016,2.90945935249329,21558.9954266263,High income
ATG,2015,2.65592861175537,21162.092794509,High income
ARG,2011,5.29062986373901,19322.2271236942,Upper middle income
ARG,2014,5.36144018173218,19683.7715056442,Upper middle income
ARG,2018,4.87773990631104,23294.0986752419,Upper middle income
ARG,2012,5.34582996368408,19641.3528638347,Upper middle income
ARG,2015,5.77611017227173,20105.1989918165,Upper middle income
ARG,2013,5.43661022186279,20131.6804246983,Upper middle income
ARG,2017,5.45431995391846,23597.117752839,Upper middle income
ARG,2010,5.01971006393433,18063.9143432506,Upper middle income
ARG,2016,5.54548978805542,20307.870052142,Upper middle income
ARG,2020,5.27964019775391,20797.7259531997,Upper middle income
ARG,2019,4.77759981155396,23007.8365916056,Upper middle income
ARM,2016,2.75812005996704,10966.8533270074,Upper middle income
ARM,2013,2.65018010139465,9822.94744066856,Upper middle income
ARM,2012,2.77248001098633,9267.39700562965,Upper middle income
ARM,2018,2.25586795806885,13549.5224245895,Upper middle income
ARM,2015,2.80591011047363,10132.318975243,Upper middle income
ARM,2010,3.24900007247925,7331.38650353822,Upper middle income
ARM,2011,3.14385008811951,7881.77173468477,Upper middle income
ARM,2014,2.24724006652832,10114.93983675,Upper middle income
ARM,2017,2.70759010314941,12509.6396064818,Upper middle income
ARM,2020,2.70555996894836,14105.9112525331,Upper middle income
ARM,2019,2.57191228866577,14924.776928318,Upper middle income
ABW,2015,5.88782978057861,37341.1248431157,High income
ABW,2014,5.85084009170532,36844.0530580265,High income
ABW,2016,5.49105978012085,37581.7785245367,High income
ABW,2017,,38868.3339230867,High income
ABW,2011,5.91438007354736,35778.4917971718,High income
ABW,2012,6.34758996963501,34788.2512054388,High income
ABW,2019,,40144.6474358026,High income
ABW,2013,6.44277000427246,36931.0572138997,High income
ABW,2018,,40549.6108207788,High income
ABW,2010,6.75098991394043,34227.828725148,High income
ABW,2020,,30873.6667783799,High income
AUS,2019,5.13429021835327,52746.7182896307,High income
AUS,2015,5.3155198097229,46292.0954391179,High income
AUS,2020,5.60844993591309,54064.0794661947,High income
AUS,2014,5.16454982757568,46914.3867078836,High income
AUS,2013,5.22909021377563,45936.049310436,High income
AUS,2018,5.12431001663208,50251.3353381469,High income
AUS,2011,5.06814002990723,42025.4645815618,High income
AUS,2012,4.86667013168335,42866.6043295085,High income
AUS,2017,5.13822984695435,48418.558421681,High income
AUS,2010,5.53811979293823,39374.6321044163,High income
AUS,2016,5.28689002990723,47289.2859136343,High income
AUT,2010,5.70047998428345,42002.1571364403,High income
AUT,2014,5.44761991500854,48799.7154676985,High income
AUT,2016,5.4796199798584,52684.0171130768,High income
AUT,2013,5.54711008071899,47922.0491207455,High income
AUT,2015,5.45658016204834,49865.9039424185,High income
AUT,2019,5.21750020980835,60574.6271030491,High income
AUT,2011,5.59226989746094,44452.7327457999,High income
AUT,2012,5.48040008544922,46457.3457770311,High income
AUT,2020,5.56900978088379,58610.8343636691,High income
AUT,2017,5.37159013748169,54172.9867888254,High income
AUT,2018,5.22655010223389,56937.944282984,High income
AZE,2015,2.95167994499207,14938.4011276715,Upper middle income
AZE,2018,2.45543003082275,14551.2001141105,Upper middle income
AZE,2011,2.43564009666443,14804.5744507911,Upper middle income
AZE,2020,4.33204984664917,14495.6569721312,Upper middle income
AZE,2012,2.06763005256653,15957.7188502849,Upper middle income
AZE,2014,2.63303995132446,17443.8782563094,Upper middle income
AZE,2010,2.78062009811401,14678.7737395302,Upper middle income
AZE,2016,2.90340995788574,14371.0227410092,Upper middle income
AZE,2013,2.44213008880615,17188.9455056612,Upper middle income
AZE,2017,2.47381997108459,14121.4069355591,Upper middle income
AZE,2019,3.1764600276947,15054.544606509,Upper middle income
BHS,2013,2.47242140769958,29911.9168395845,High income
BHS,2015,2.39908027648926,31746.8033825774,High income
BHS,2011,2.34986042976379,30053.6711228981,High income
BHS,2018,2.56634116172791,35647.1369697242,High income
BHS,2012,2.45263004302979,30723.1730198362,High income
BHS,2017,2.80654501914978,34067.8461834433,High income
BHS,2014,2.44843196868896,31255.387707412,High income
BHS,2010,,29629.2525061559,High income
BHS,2020,2.86680722236633,27595.9694509426,High income
BHS,2016,2.60386872291565,32112.2038931048,High income
BHS,2019,2.7009744644165,35780.7596716952,High income
BHR,2015,2.6745400428772,45900.7030253586,High income
BHR,2019,2.38460445404053,51879.7363438765,High income
BHR,2016,3.25597023963928,45281.3019203255,High income
BHR,2014,2.46745991706848,52073.9846164495,High income
BHR,2012,2.64530992507935,53778.4886740831,High income
BHR,2013,2.47689008712769,53672.1042194471,High income
BHR,2018,2.80800986289978,50114.1503913545,High income
BHR,2011,,49960.2678680839,High income
BHR,2017,2.32452011108398,48929.4470119951,High income
BHR,2010,,47929.443463014,High income
BHR,2020,2.55237460136414,50682.7595647482,High income
BGD,2018,1.65589129924774,5247.69469583125,Lower middle income
BGD,2010,,2906.05192045574,Lower middle income
BGD,2019,1.68138802051544,5699.07813423519,Lower middle income
BGD,2020,1.76528060436249,5904.56736266229,Lower middle income
BGD,2016,2.22119998931885,4558.56389477538,Lower middle income
BGD,2017,1.85040032863617,4830.77629051855,Lower middle income
BGD,2015,1.87225413322449,4216.71973918632,Lower middle income
BGD,2011,2.13269996643066,3119.92997299708,Lower middle income
BGD,2012,2.04667067527771,3493.9228210851,Lower middle income
BGD,2013,1.96616005897522,3734.72565106496,Lower middle income
BGD,2014,2.09871673583984,3997.28670060872,Lower middle income
BRB,2020,4.20217990875244,14788.3336757337,High income
BRB,2010,6.05418014526367,16573.8223594241,High income
BRB,2011,,16744.3665372665,High income
BRB,2019,4.11122989654541,16759.3808435159,High income
BRB,2012,5.26250982284546,15739.0416727482,High income
BRB,2017,4.36384010314941,16233.7921528506,High income
BRB,2013,5.14889001846313,15775.0868595081,High income
BRB,2014,6.14317989349365,15613.2813500083,High income
BRB,2018,5.42494916915894,16449.6285678118,High income
BRB,2015,5.38309764862061,15978.8418524532,High income
BRB,2016,4.69766998291016,16406.2736925225,High income
BLR,2015,4.78750991821289,18095.7034185545,Upper middle income
BLR,2010,5.22003984451294,15361.8316988786,Upper middle income
BLR,2018,5.38110017776489,19430.9092097721,Upper middle income
BLR,2016,4.94654989242554,17785.9431970966,Upper middle income
BLR,2011,4.68479013442993,16563.2014078209,Upper middle income
BLR,2020,4.86263990402222,20317.231920485,Upper middle income
BLR,2019,4.97948980331421,20106.0689126376,Upper middle income
BLR,2012,4.95964002609253,18105.2867180444,Upper middle income
BLR,2013,5.0094199180603,18994.1901887616,Upper middle income
BLR,2014,4.81832981109619,19007.9973242876,Upper middle income
BLR,2017,4.79500007629395,18356.0660575514,Upper middle income
BEL,2014,6.59046983718872,44929.685593416,High income
BEL,2011,6.43199014663696,40942.372710454,High income
BEL,2012,6.25576496124268,42290.7620520019,High income
BEL,2017,6.42534017562866,50442.2705419624,High income
BEL,2010,6.44259023666382,39833.1840540415,High income
BEL,2015,6.4515700340271,46200.904454307,High income
BEL,2016,6.46173000335693,48597.3999826201,High income
BEL,2013,6.63052988052368,43671.11959259,High income
BEL,2018,6.38107013702393,52530.5620821347,High income
BEL,2019,6.33397006988525,56621.5417607532,High income
BEL,2020,6.81232976913452,55756.6682522937,High income
BLZ,2012,5.47151041030884,9096.72890258378,Upper middle income
BLZ,2015,5.35773992538452,9250.63950773823,Upper middle income
BLZ,2018,6.07498979568481,8929.62453849722,Upper middle income
BLZ,2016,5.68084001541138,9088.98734726424,Upper middle income
BLZ,2014,5.14772987365723,9191.04275988395,Upper middle income
BLZ,2013,5.14198017120361,9278.691133596,Upper middle income
BLZ,2011,5.51967906951904,9588.60890907548,Upper middle income
BLZ,2017,5.90251016616821,8798.69905704344,Upper middle income
BLZ,2010,5.26747989654541,9638.91782892844,Upper middle income
BLZ,2020,5.15219020843506,8010.94498292588,Upper middle income
BLZ,2019,5.90775012969971,9303.71800317986,Upper middle income
BEN,2013,3.3275101184845,2590.92504537631,Lower middle income
BEN,2012,3.56202006340027,2427.43265922317,Lower middle income
BEN,2017,3.53558993339539,2933.83738431719,Lower middle income
BEN,2016,2.89910006523132,2901.26467091701,Lower middle income
BEN,2014,3.161789894104,2745.85861163361,Lower middle income
BEN,2011,4.40000009536743,2350.35645152303,Lower middle income
BEN,2015,3.17298007011414,2792.60964526702,Lower middle income
BEN,2019,3.00273609161377,3290.30700011152,Lower middle income
BEN,2018,2.93161988258362,3113.25475826838,Lower middle income
BEN,2010,3.67997002601624,2302.6877910018,Lower middle income
BEN,2020,2.93901991844177,3364.9730117672,Lower middle income
BMU,2015,1.50163996219635,71873.2280578182,High income
BMU,2017,1.32495999336243,81834.9558735543,High income
BMU,2014,1.5368800163269,68775.4467426718,High income
BMU,2018,1.93595468997955,83380.8749006674,High income
BMU,2012,,67453.8205236015,High income
BMU,2016,1.91544389724731,76362.0514142141,High income
BMU,2020,1.89008772373199,80381.4454933195,High income
BMU,2011,,69998.8434204712,High income
BMU,2013,,68993.2274876771,High income
BMU,2019,1.92679822444916,85145.9436381068,High income
BMU,2010,2.30668997764587,70627.8221941123,High income
BTN,2014,6.04489994049072,8949.74096746514,Lower middle income
BTN,2020,5.98071050643921,11802.3159251515,Lower middle income
BTN,2012,,8140.41451013007,Lower middle income
BTN,2013,5.72275018692017,8233.16878369864,Lower middle income
BTN,2016,6.33656358718872,10866.38475794,Lower middle income
BTN,2019,4.7613525390625,13061.5902726007,Lower middle income
BTN,2011,4.76523017883301,7498.95552210622,Lower middle income
BTN,2010,4.12473011016846,6878.60268495998,Lower middle income
BTN,2015,6.23825979232788,9839.28726903094,Lower middle income
BTN,2017,6.69976854324341,11619.0645094045,Lower middle income
BTN,2018,6.07420110702515,12218.5073478581,Lower middle income
BOL,2012,6.62799978256226,5814.07013496348,Lower middle income
BOL,2011,6.45056009292603,5363.98790270809,Lower middle income
BOL,2015,8.14342975616455,6992.12758144741,Lower middle income
BOL,2010,6.97379016876221,5079.38272115006,Lower middle income
BOL,2013,6.80321979522705,6500.87680686824,Lower middle income
BOL,2014,7.47812986373901,6920.77886136151,Lower middle income
BOL,2018,8.01587009429932,8669.82784866231,Lower middle income
BOL,2020,8.43710994720459,8110.11475624002,Lower middle income
BOL,2016,8.15060997009277,7345.82684148722,Lower middle income
BOL,2017,8.09724044799805,8244.93344575115,Lower middle income
BOL,2019,8.09103965759277,8890.46295366602,Lower middle income
BIH,2020,,16276.0466407681,Upper middle income
BIH,2013,,10788.2778583201,Upper middle income
BIH,2012,,10109.3907422377,Upper middle income
BIH,2014,,11148.3878335826,Upper middle income
BIH,2011,,9757.99152824532,Upper middle income
BIH,2017,,13582.1736974909,Upper middle income
BIH,2016,,12869.7519392948,Upper middle income
BIH,2015,,11825.9932485406,Upper middle income
BIH,2010,,9087.64475202939,Upper middle income
BIH,2018,,14801.2221637835,Upper middle income
BIH,2019,,16354.4901444071,Upper middle income
BWA,2017,7.80924463272095,14656.772988721,Upper middle income
BWA,2015,8.39457988739014,13420.506600771,Upper middle income
BWA,2018,7.90538597106934,15321.5223530076,Upper middle income
BWA,2020,8.05833625793457,14303.755793249,Upper middle income
BWA,2016,8.73589324951172,15277.0423219562,Upper middle income
BWA,2014,8.22306251525879,14338.5740818842,Upper middle income
BWA,2012,9.25806713104248,12069.7185225515,Upper middle income
BWA,2010,,12139.7497346694,Upper middle income
BWA,2011,,12976.5291954634,Upper middle income
BWA,2013,8.0172061920166,12833.5439166035,Upper middle income
BWA,2019,8.39899635314941,15758.8428810438,Upper middle income
BRA,2011,5.73741006851196,14989.1577837574,Upper middle income
BRA,2017,6.32047986984253,14477.8617680601,Upper middle income
BRA,2020,5.77150011062622,14900.104216322,Upper middle income
BRA,2012,5.85510015487671,14994.3434693981,Upper middle income
BRA,2010,5.64879989624023,14254.5197697447,Upper middle income
BRA,2014,5.94848012924194,15664.8017411414,Upper middle income
BRA,2019,5.96346998214722,15307.9412354827,Upper middle income
BRA,2016,6.314040184021,14208.1611051807,Upper middle income
BRA,2013,5.8388500213623,15535.723765174,Upper middle income
BRA,2018,6.08851003646851,14971.0546665932,Upper middle income
BRA,2015,6.24105978012085,14692.6323066956,Upper middle income
VGB,2011,,,High income
VGB,2020,2.59050011634827,,High income
VGB,2010,3.49770998954773,,High income
VGB,2014,4.01838827133179,,High income
VGB,2019,2.63095998764038,,High income
VGB,2017,2.46259999275208,,High income
VGB,2013,4.46932554244995,,High income
VGB,2012,3.56569600105286,,High income
VGB,2016,3.26105642318726,,High income
VGB,2018,2.4343900680542,,High income
VGB,2015,4.71405982971191,,High income
BRN,2010,2.04661011695862,78784.8272242349,High income
BRN,2016,4.42540979385376,55477.4693975286,High income
BRN,2015,,61572.6217036362,High income
BRN,2013,,82305.276253661,High income
BRN,2020,,65054.1943212652,High income
BRN,2011,3.32209992408752,82300.6560453021,High income
BRN,2018,,61084.2580438679,High income
BRN,2019,,64029.4429997241,High income
BRN,2017,,60173.0511336013,High income
BRN,2012,2.88959002494812,86588.6095204115,High income
BRN,2014,3.35318994522095,80027.9852998551,High income
BGR,2014,4.07005310058594,17616.3879467033,Upper middle income
BGR,2015,3.91208434104919,18385.9803612081,Upper middle income
BGR,2011,3.5469799041748,15747.3923747037,Upper middle income
BGR,2013,4.05822992324829,16649.3726338943,Upper middle income
BGR,2012,3.47637009620667,16327.249316632,Upper middle income
BGR,2018,4.04528999328613,23005.9250630132,Upper middle income
BGR,2016,3.39370822906494,20065.6187121395,Upper middle income
BGR,2017,4.07527017593384,21457.9019850147,Upper middle income
BGR,2010,3.85796999931335,14955.8951303858,Upper middle income
BGR,2019,4.19715023040771,25527.2635620283,Upper middle income
BGR,2020,4.50287008285522,25736.21821491,Upper middle income
BFA,2013,4.08343982696533,1629.31783621598,Low income
BFA,2016,,1833.43305343067,Low income
BFA,2012,3.60315990447998,1568.0668585351,Low income
BFA,2020,5.15086507797241,2206.61225205539,Low income
BFA,2014,4.05329990386963,1637.92805098986,Low income
BFA,2015,3.67008996009827,1657.91610692212,Low income
BFA,2010,3.50222992897034,1454.57874744176,Low income
BFA,2011,3.98515009880066,1536.80894422349,Low income
BFA,2018,5.488609790802,2100.53092354319,Low income
BFA,2019,5.40713691711426,2195.35561873689,Low income
BFA,2017,5.62846994400024,1978.15501161376,Low income
BDI,2017,4.76202011108398,750.787616270977,Low income
BDI,2016,4.69199991226196,766.587220607525,Low income
BDI,2010,6.77524995803833,630.358192954177,Low income
BDI,2018,5.07864999771118,758.249031649132,Low income
BDI,2015,6.37133979797363,797.05011411535,Low income
BDI,2014,6.78452014923096,728.870060256426,Low income
BDI,2019,5.34668445587158,760.604126124997,Low income
BDI,2020,5.32158517837524,751.200911855438,Low income
BDI,2011,6.31925010681152,646.103127483227,Low income
BDI,2013,5.99539995193481,696.497000211236,Low income
BDI,2012,6.16777992248535,651.952327282116,Low income
CPV,2018,4.78792285919189,7490.14137164914,Lower middle income
CPV,2016,4.75475978851318,6689.80495084851,Lower middle income
CPV,2020,,6413.5729269877,Lower middle income
CPV,2015,4.80622005462646,6242.70523177727,Lower middle income
CPV,2014,4.52134990692139,5989.40482976005,Lower middle income
CPV,2017,4.59278011322021,7130.85415218192,Lower middle income
CPV,2019,4.13851022720337,8071.88911593237,Lower middle income
CPV,2013,4.5615701675415,6019.80330326067,Lower middle income
CPV,2010,5.07658004760742,5905.33932603844,Lower middle income
CPV,2012,5.39769554138184,6048.41406762586,Lower middle income
CPV,2011,4.59784984588623,6189.69573422689,Lower middle income
KHM,2012,1.41441452503204,2867.53737709889,Lower middle income
KHM,2011,1.51068997383118,2605.48954375604,Lower middle income
KHM,2015,1.7034615278244,3411.57726731649,Lower middle income
KHM,2017,2.09646058082581,3972.7241639191,Lower middle income
KHM,2013,1.48202621936798,3051.00146601056,Lower middle income
KHM,2016,1.87081909179688,3708.3691086602,Lower middle income
KHM,2010,1.53378999233246,2418.83605457979,Lower middle income
KHM,2014,1.56673634052277,3198.67354941944,Lower middle income
KHM,2020,3.0023500919342,4515.70950573743,Lower middle income
KHM,2018,2.44785928726196,4319.015890065,Lower middle income
KHM,2019,2.82565474510193,4653.63036632515,Lower middle income
CMR,2016,2.56234002113342,3559.13512043726,Lower middle income
CMR,2012,2.60306000709534,3022.35801135338,Lower middle income
CMR,2019,3.04739952087402,3915.82749857609,Lower middle income
CMR,2011,2.65336990356445,2957.16345620614,Lower middle income
CMR,2017,3.05962991714478,3691.09472365252,Lower middle income
CMR,2014,2.58396005630493,3369.32489025983,Lower middle income
CMR,2015,2.65791988372803,3437.78982576215,Lower middle income
CMR,2018,3.03096008300781,3822.23276458654,Lower middle income
CMR,2013,2.6554799079895,3194.16203218593,Lower middle income
CMR,2010,2.84803009033203,2882.75070014928,Lower middle income
CMR,2020,3.10390138626099,3870.8294331089,Lower middle income
CAN,2014,4.84358978271484,45753.7505547994,High income
CAN,2019,4.77293014526367,50522.1602400667,High income
CAN,2016,4.81642007827759,46472.3402486315,High income
CAN,2012,4.69258737564087,42290.9654102745,High income
CAN,2013,4.5890097618103,44298.5787342765,High income
CAN,2018,4.8889799118042,49992.7622757708,High income
CAN,2015,4.7393798828125,44670.0805385838,High income
CAN,2011,5.26205015182495,41666.7076267956,High income
CAN,2017,4.95996999740601,48317.1745835151,High income
CAN,2010,5.356369972229,40099.4482394377,High income
CAN,2020,4.88794994354248,48380.6844333467,High income
CYM,2020,,71313.3403530448,High income
CYM,2010,,66346.6280129851,High income
CYM,2019,2.21589660644531,75504.4485656993,High income
CYM,2011,,66766.0423287818,High income
CYM,2012,,65118.4454712649,High income
CYM,2017,,69534.7719101223,High income
CYM,2018,2.31617879867554,72754.0098417523,High income
CYM,2016,,66970.3135899715,High income
CYM,2013,,64286.0055113228,High income
CYM,2014,,64432.3505670553,High income
CYM,2015,,65087.7173379803,High income
CAF,2019,1.76792073249817,898.315319932093,Low income
CAF,2010,1.11760997772217,902.781584213177,Low income
CAF,2011,1.10792005062103,945.593128485274,Low income
CAF,2012,1.98034727573395,1024.24756278492,Low income
CAF,2015,1.91022861003876,733.749580708051,Low income
CAF,2020,2.14468050003052,895.251477184961,Low income
CAF,2014,2.22015333175659,670.103823403593,Low income
CAF,2013,2.6382143497467,683.96563252261,Low income
CAF,2018,1.56587600708008,875.193717756484,Low income
CAF,2016,1.75408899784088,787.471168424675,Low income
CAF,2017,1.75365018844604,839.600009452135,Low income
TCD,2015,2.3428316116333,1816.28818442974,Low income
TCD,2012,2.20615005493164,1734.84341356324,Low income
TCD,2013,2.85070991516113,1569.49404043589,Low income
TCD,2019,2.37245798110962,1628.24276702248,Low income
TCD,2018,2.25947499275208,1601.13244542005,Low income
TCD,2016,2.38847589492798,1660.98487786358,Low income
TCD,2014,2.32031226158142,1672.9807200303,Low income
TCD,2010,1.98194003105164,1828.67782778953,Low income
TCD,2011,2.25789999961853,1804.06292930875,Low income
TCD,2017,2.45481991767883,1579.76060047631,Low income
TCD,2020,2.73960399627686,1572.60158693792,Low income
CHI,2017,,,High income
CHI,2014,,,High income
CHI,2016,,,High income
CHI,2013,,,High income
CHI,2019,,,High income
CHI,2018,,,High income
CHI,2011,,,High income
CHI,2012,,,High income
CHI,2015,,,High income
CHI,2010,,,High income
CHI,2020,,,High income
CHL,2016,5.3664698600769,23492.2880341354,High income
CHL,2018,5.473060131073,25564.5375556485,High income
CHL,2015,4.90390014648438,22691.4843621384,High income
CHL,2017,5.43278980255127,24546.9124831181,High income
CHL,2014,4.75167989730835,22779.42810456,High income
CHL,2012,4.54170417785645,21584.6817024018,High income
CHL,2013,4.54814004898071,22425.59172455,High income
CHL,2020,5.62514019012451,25464.8499319251,High income
CHL,2010,4.18953990936279,18104.725602048,High income
CHL,2019,5.61996984481812,25853.7701486892,High income
CHL,2011,4.0617299079895,20330.527344542,High income
CHN,2019,3.54105472564697,16655.3993636127,Upper middle income
CHN,2016,3.76111555099487,13483.3772664595,Upper middle income
CHN,2020,3.57295632362366,17209.4429541562,Upper middle income
CHN,2015,3.81382989883423,12897.502286878,Upper middle income
CHN,2014,3.58033418655396,12480.3385303005,Upper middle income
CHN,2017,3.66745042800903,14243.5326108491,Upper middle income
CHN,2018,3.54249453544617,15497.8257403082,Upper middle income
CHN,2012,3.94409418106079,11168.6972979983,Upper middle income
CHN,2013,3.71047639846802,11872.4973811817,Upper middle income
CHN,2010,3.75464248657227,9254.77960352629,Upper middle income
CHN,2011,3.52196502685547,10292.940478173,Upper middle income
COL,2011,4.46608018875122,11694.7266079337,Upper middle income
COL,2015,4.47038984298706,13378.6751471778,Upper middle income
COL,2017,4.53551006317139,14334.9105821162,Upper middle income
COL,2013,4.87855005264282,12798.6631873849,Upper middle income
COL,2014,4.62945985794067,13390.0319482201,Upper middle income
COL,2016,4.47721004486084,13971.3353365208,Upper middle income
COL,2012,4.37038993835449,12095.6484973702,Upper middle income
COL,2010,4.83382987976074,10830.1951175574,Upper middle income
COL,2020,5.26550006866455,15416.3252808236,Upper middle income
COL,2018,4.44910001754761,15161.312733978,Upper middle income
COL,2019,4.51069021224976,16091.5044541313,Upper middle income
COM,2016,,3053.30258484962,Lower middle income
COM,2012,2.74783992767334,2655.73487461664,Lower middle income
COM,2019,,3430.21084045719,Lower middle income
COM,2011,2.8304500579834,2464.35422707787,Lower middle income
COM,2013,2.3827600479126,2795.2434656716,Lower middle income
COM,2015,2.5450599193573,2884.77485185031,Lower middle income
COM,2018,,3374.0416632034,Lower middle income
COM,2017,,3240.17917020286,Lower middle income
COM,2014,2.74472999572754,2887.06550385631,Lower middle income
COM,2010,,2367.77862867655,Lower middle income
COM,2020,2.37805080413818,3402.87122164648,Lower middle income
COD,2014,1.95142996311188,824.412437591915,Low income
COD,2016,2.1186900138855,932.405165247328,Low income
COD,2013,2.06221008300781,731.932821307684,Low income
COD,2012,,650.921589580947,Low income
COD,2019,,1104.84336768272,Low income
COD,2011,,650.436603207665,Low income
COD,2018,,1073.44690557385,Low income
COD,2015,2.17043995857239,877.680835200472,Low income
COD,2017,1.45494997501373,1023.53983314556,Low income
COD,2010,1.5249799489975,616.532399110794,Low income
COD,2020,2.622638463974,1102.55351748245,Low income
COG,2016,5.21051597595215,3944.49675056544,Lower middle income
COG,2015,3.28257989883423,4652.6623062708,Lower middle income
COG,2020,4.61901378631592,3958.92424240276,Lower middle income
COG,2017,4.45052003860474,4345.51912316554,Lower middle income
COG,2019,3.55946898460388,4267.62152250352,Lower middle income
COG,2013,5.01388120651245,5810.92238326085,Lower middle income
COG,2014,3.1837100982666,5683.80645993848,Lower middle income
COG,2011,2.64652967453003,5204.00083364149,Lower middle income
COG,2012,2.73923063278198,6062.8227764881,Lower middle income
COG,2018,2.99548006057739,4244.59631831872,Lower middle income
COG,2010,5.6867299079895,5152.51778959957,Lower middle income
CRI,2019,6.73808002471924,22949.5258279591,Upper middle income
CRI,2010,6.56574010848999,12740.3409691018,Upper middle income
CRI,2011,6.37988996505737,13410.3545362616,Upper middle income
CRI,2020,6.62898015975952,21716.8727590625,Upper middle income
CRI,2012,6.58239984512329,14174.6021027648,Upper middle income
CRI,2017,7.06980991363525,20168.2194165112,Upper middle income
CRI,2018,6.76991987228394,21144.4120267536,Upper middle income
CRI,2016,6.89395999908447,18898.0761600162,Upper middle income
CRI,2013,6.68739986419678,14851.13543931,Upper middle income
CRI,2014,6.67952013015747,15905.1479384975,Upper middle income
CRI,2015,6.87349987030029,16925.179408146,Upper middle income
CIV,2010,3.24651002883911,3577.70698193952,Lower middle income
CIV,2013,3.45860004425049,3801.61647107286,Lower middle income
CIV,2011,2.86576008796692,3384.9309791454,Lower middle income
CIV,2012,3.4344699382782,3483.68978882593,Lower middle income
CIV,2020,3.78944993019104,5377.39444625563,Lower middle income
CIV,2019,3.44067001342773,5350.01014083108,Lower middle income
CIV,2018,3.21164989471436,5060.59742978453,Lower middle income
CIV,2014,3.31416988372803,4254.23089595128,Lower middle income
CIV,2015,3.49412989616394,4579.85145969451,Lower middle income
CIV,2017,3.73654007911682,4836.04836654882,Lower middle income
CIV,2016,3.93593001365662,4693.67504516721,Lower middle income
